Sample_ID,Predicted_Class,Confidence,Model_Used
X1,UFB,1.0,Naive Bayes (Tuned)
X2,UFB,1.0,Naive Bayes (Tuned)
X3,UFB,1.0,Naive Bayes (Tuned)
X4,UFB,1.0,Naive Bayes (Tuned)
X5,UFB,1.0,Naive Bayes (Tuned)
X6,WFB,0.9999997720077058,Naive Bayes (Tuned)
X7,WFB,0.9999999786321612,Naive Bayes (Tuned)
X8,WFB,0.9999998976093031,Naive Bayes (Tuned)
X9,ADB,0.9999999999651763,Naive Bayes (Tuned)
X10,ADB,0.9943049053077615,Naive Bayes (Tuned)
